time,open,high,low,close,tick_volume,spread,real_volume
2026-03-18 19:00:00+00:00,1.1477,1.14824,1.14748,1.14755,1506,8,0
2026-03-18 19:15:00+00:00,1.14757,1.14785,1.147,1.14735,894,8,0
2026-03-18 19:30:00+00:00,1.14735,1.14807,1.14728,1.14755,738,8,0
2026-03-18 19:45:00+00:00,1.14753,1.14758,1.14682,1.14691,888,8,0
2026-03-18 20:00:00+00:00,1.1469,1.14702,1.14618,1.1463,527,8,0
2026-03-18 20:15:00+00:00,1.14631,1.14631,1.14516,1.1452499999999999,656,8,0
2026-03-18 20:30:00+00:00,1.14523,1.14547,1.14496,1.14547,451,8,0
2026-03-18 20:45:00+00:00,1.14548,1.14563,1.14492,1.14492,525,8,0
2026-03-18 21:00:00+00:00,1.14503,1.14506,1.14468,1.14484,184,20,0
2026-03-18 21:15:00+00:00,1.14482,1.1449799999999999,1.14466,1.1449799999999999,174,122,0
2026-03-18 21:30:00+00:00,1.1449799999999999,1.1454,1.14496,1.1454,145,192,0
2026-03-18 21:45:00+00:00,1.14541,1.14639,1.14489,1.14639,197,48,0
2026-03-18 22:00:00+00:00,1.1466,1.1466,1.14521,1.1452499999999999,576,8,0
2026-03-18 22:15:00+00:00,1.14528,1.14563,1.14507,1.14529,530,8,0
2026-03-18 22:30:00+00:00,1.14529,1.14567,1.14513,1.14557,307,8,0
2026-03-18 22:45:00+00:00,1.14558,1.14584,1.14555,1.14565,281,8,0
2026-03-18 23:00:00+00:00,1.14565,1.14606,1.14548,1.14579,474,8,0
2026-03-18 23:15:00+00:00,1.1458,1.14625,1.1457,1.14623,261,8,0
2026-03-18 23:30:00+00:00,1.14623,1.14654,1.14584,1.14591,507,8,0
2026-03-18 23:45:00+00:00,1.14594,1.14654,1.14571,1.14632,705,8,0
2026-03-19 00:00:00+00:00,1.14629,1.1469,1.14618,1.14653,664,8,0
2026-03-19 00:15:00+00:00,1.14654,1.14691,1.14636,1.14686,483,8,0
2026-03-19 00:30:00+00:00,1.14686,1.14703,1.14657,1.14665,544,8,0
2026-03-19 00:45:00+00:00,1.14665,1.14738,1.14664,1.14735,571,8,0
2026-03-19 01:00:00+00:00,1.14737,1.14781,1.14731,1.14767,549,8,0
2026-03-19 01:15:00+00:00,1.14768,1.1479300000000001,1.14748,1.14787,426,8,0
2026-03-19 01:30:00+00:00,1.14787,1.14832,1.14779,1.1480299999999999,463,8,0
2026-03-19 01:45:00+00:00,1.1480299999999999,1.14806,1.14757,1.14757,402,8,0
2026-03-19 02:00:00+00:00,1.14757,1.14893,1.14716,1.14878,1130,8,0
2026-03-19 02:15:00+00:00,1.14878,1.1491,1.14851,1.14897,489,8,0
2026-03-19 02:30:00+00:00,1.14897,1.14901,1.14873,1.14885,479,8,0
2026-03-19 02:45:00+00:00,1.14885,1.14889,1.14812,1.14819,586,8,0
2026-03-19 03:00:00+00:00,1.14819,1.14833,1.1479300000000001,1.14822,352,8,0
2026-03-19 03:15:00+00:00,1.14823,1.14828,1.14782,1.14788,296,8,0
2026-03-19 03:30:00+00:00,1.14789,1.1479,1.14751,1.1476,292,8,0
2026-03-19 03:45:00+00:00,1.1476,1.14777,1.14743,1.14745,292,8,0
2026-03-19 04:00:00+00:00,1.14743,1.14747,1.14709,1.14727,288,8,0
2026-03-19 04:15:00+00:00,1.14726,1.14735,1.14699,1.1471,340,8,0
2026-03-19 04:30:00+00:00,1.14711,1.14726,1.14667,1.14687,299,8,0
2026-03-19 04:45:00+00:00,1.14687,1.14701,1.14666,1.14686,276,8,0
2026-03-19 05:00:00+00:00,1.14687,1.14701,1.14674,1.1468099999999999,291,8,0
2026-03-19 05:15:00+00:00,1.1468099999999999,1.14707,1.14677,1.14689,234,8,0
2026-03-19 05:30:00+00:00,1.14689,1.1470799999999999,1.1463,1.14644,364,8,0
2026-03-19 05:45:00+00:00,1.14646,1.14691,1.14646,1.14656,412,8,0
2026-03-19 06:00:00+00:00,1.14659,1.14724,1.14631,1.14723,527,8,0
2026-03-19 06:15:00+00:00,1.14721,1.14763,1.14685,1.14686,535,8,0
2026-03-19 06:30:00+00:00,1.14685,1.14687,1.14616,1.14667,674,8,0
2026-03-19 06:45:00+00:00,1.14668,1.1468,1.14606,1.14649,714,8,0
2026-03-19 07:00:00+00:00,1.14652,1.14727,1.14524,1.14673,1713,8,0
2026-03-19 07:15:00+00:00,1.14676,1.1475,1.14642,1.14645,1092,8,0
2026-03-19 07:30:00+00:00,1.14648,1.14679,1.14577,1.14595,1057,8,0
2026-03-19 07:45:00+00:00,1.14597,1.14656,1.14505,1.14523,1040,8,0
2026-03-19 08:00:00+00:00,1.14521,1.14551,1.14434,1.14475,1375,8,0
2026-03-19 08:15:00+00:00,1.14475,1.14588,1.14475,1.1451500000000001,1248,8,0
2026-03-19 08:30:00+00:00,1.1451500000000001,1.1458599999999999,1.14423,1.14457,1437,8,0
2026-03-19 08:45:00+00:00,1.14457,1.14546,1.14455,1.14509,1158,8,0
2026-03-19 09:00:00+00:00,1.14507,1.14654,1.14507,1.14635,1224,8,0
2026-03-19 09:15:00+00:00,1.1463700000000001,1.14794,1.14566,1.14604,2492,8,0
2026-03-19 09:30:00+00:00,1.14603,1.14718,1.14599,1.1467100000000001,2142,8,0
2026-03-19 09:45:00+00:00,1.14668,1.14876,1.14652,1.14798,2411,8,0
2026-03-19 10:00:00+00:00,1.14795,1.14795,1.14707,1.1473200000000001,1311,8,0
2026-03-19 10:15:00+00:00,1.14734,1.1474199999999999,1.14663,1.14694,867,8,0
2026-03-19 10:30:00+00:00,1.14692,1.1473,1.14662,1.14728,851,8,0
2026-03-19 10:45:00+00:00,1.14726,1.14775,1.14709,1.14734,838,8,0
2026-03-19 11:00:00+00:00,1.1473200000000001,1.1481,1.14728,1.14785,963,8,0
2026-03-19 11:15:00+00:00,1.14784,1.14788,1.14654,1.14712,844,8,0
2026-03-19 11:30:00+00:00,1.14714,1.14729,1.1467,1.14683,757,8,0
2026-03-19 11:45:00+00:00,1.14684,1.14795,1.14674,1.1479300000000001,789,8,0
2026-03-19 12:00:00+00:00,1.1479300000000001,1.14833,1.14721,1.14744,1966,8,0
2026-03-19 12:15:00+00:00,1.14743,1.1478,1.14633,1.14656,1329,8,0
2026-03-19 12:30:00+00:00,1.14653,1.14895,1.14623,1.14849,2062,8,0
2026-03-19 12:45:00+00:00,1.14849,1.14893,1.14821,1.14869,1725,8,0
2026-03-19 13:00:00+00:00,1.14867,1.14958,1.14812,1.14883,1817,8,0
2026-03-19 13:15:00+00:00,1.14885,1.15041,1.14772,1.14812,2984,8,0
2026-03-19 13:30:00+00:00,1.14809,1.1489099999999999,1.14691,1.1482,3499,8,0
2026-03-19 13:45:00+00:00,1.14818,1.1527,1.14776,1.15172,3666,8,0
2026-03-19 14:00:00+00:00,1.15173,1.1528,1.15131,1.15134,3456,8,0
2026-03-19 14:15:00+00:00,1.15131,1.15167,1.15004,1.15044,2854,8,0
2026-03-19 14:30:00+00:00,1.15041,1.15195,1.15018,1.1513200000000001,2384,8,0
2026-03-19 14:45:00+00:00,1.15134,1.15216,1.15116,1.1516,1913,8,0
2026-03-19 15:00:00+00:00,1.15158,1.15385,1.15125,1.15299,1974,8,0
2026-03-19 15:15:00+00:00,1.15297,1.15306,1.15059,1.15102,1649,8,0
2026-03-19 15:30:00+00:00,1.15103,1.15111,1.15002,1.15018,1516,8,0
2026-03-19 15:45:00+00:00,1.1502,1.15175,1.14981,1.1514,2158,8,0
2026-03-19 16:00:00+00:00,1.15137,1.15375,1.15115,1.15265,3254,8,0
2026-03-19 16:15:00+00:00,1.15266,1.15346,1.1522999999999999,1.15329,2110,8,0
2026-03-19 16:30:00+00:00,1.15332,1.15354,1.1526399999999999,1.15334,1566,8,0
2026-03-19 16:45:00+00:00,1.15335,1.15364,1.15233,1.1535199999999999,1315,8,0
2026-03-19 17:00:00+00:00,1.15355,1.1546,1.15353,1.1543700000000001,1339,8,0
2026-03-19 17:15:00+00:00,1.1543700000000001,1.15598,1.1543700000000001,1.1556899999999999,1191,8,0
2026-03-19 17:30:00+00:00,1.15571,1.15615,1.1553499999999999,1.1559599999999999,1011,8,0
2026-03-19 17:45:00+00:00,1.15597,1.15674,1.15544,1.15599,954,8,0
2026-03-19 18:00:00+00:00,1.15595,1.15602,1.1553,1.15574,1246,8,0
2026-03-19 18:15:00+00:00,1.15573,1.15604,1.15507,1.15597,1004,8,0
2026-03-19 18:30:00+00:00,1.15597,1.15608,1.1553200000000001,1.1553200000000001,629,8,0
2026-03-19 18:45:00+00:00,1.15534,1.15838,1.1553,1.15835,971,8,0
2026-03-19 19:00:00+00:00,1.1583700000000001,1.16163,1.15821,1.16077,5221,8,0
2026-03-19 19:15:00+00:00,1.1608100000000001,1.16128,1.15827,1.15886,3390,8,0
2026-03-19 19:30:00+00:00,1.15887,1.15907,1.15811,1.1584699999999999,1859,8,0
2026-03-19 19:45:00+00:00,1.15845,1.15879,1.15768,1.15844,1265,8,0
2026-03-19 20:00:00+00:00,1.15845,1.1588,1.15814,1.15825,607,8,0
2026-03-19 20:15:00+00:00,1.15825,1.1589,1.158,1.15879,400,8,0
2026-03-19 20:30:00+00:00,1.1588,1.15883,1.15842,1.15851,295,8,0
2026-03-19 20:45:00+00:00,1.15852,1.15891,1.1584,1.15863,321,8,0
2026-03-19 21:00:00+00:00,1.15865,1.1588,1.15856,1.15876,63,20,0
2026-03-19 21:15:00+00:00,1.15876,1.15877,1.15816,1.15825,177,20,0
2026-03-19 21:30:00+00:00,1.15824,1.15855,1.15824,1.15842,236,48,0
2026-03-19 21:45:00+00:00,1.15843,1.15856,1.1581,1.15826,179,20,0
2026-03-19 22:00:00+00:00,1.15822,1.15946,1.1582,1.15875,495,8,0
2026-03-19 22:15:00+00:00,1.15876,1.15881,1.15835,1.15839,357,8,0
2026-03-19 22:30:00+00:00,1.1584,1.15842,1.15784,1.15789,374,8,0
2026-03-19 22:45:00+00:00,1.15789,1.15808,1.15768,1.15779,287,8,0
2026-03-19 23:00:00+00:00,1.15779,1.15815,1.15771,1.15782,493,8,0
2026-03-19 23:15:00+00:00,1.15781,1.15782,1.15751,1.15762,293,8,0
2026-03-19 23:30:00+00:00,1.15764,1.15782,1.15749,1.15761,338,8,0
2026-03-19 23:45:00+00:00,1.1576,1.15783,1.1574200000000001,1.15762,338,8,0
2026-03-20 00:00:00+00:00,1.15762,1.15781,1.15723,1.15753,527,8,0
2026-03-20 00:15:00+00:00,1.15753,1.15798,1.15736,1.15737,492,8,0
2026-03-20 00:30:00+00:00,1.15737,1.1574,1.15711,1.15738,414,8,0
2026-03-20 00:45:00+00:00,1.1574,1.15741,1.15708,1.15736,421,8,0
2026-03-20 01:00:00+00:00,1.15736,1.15767,1.15713,1.1574200000000001,733,8,0
2026-03-20 01:15:00+00:00,1.15744,1.15747,1.15684,1.15694,566,8,0
2026-03-20 01:30:00+00:00,1.15695,1.15707,1.15662,1.15676,414,8,0
2026-03-20 01:45:00+00:00,1.15676,1.1568,1.15632,1.15648,352,8,0
2026-03-20 02:00:00+00:00,1.15651,1.15678,1.15624,1.15656,372,8,0
2026-03-20 02:15:00+00:00,1.15656,1.15659,1.15635,1.15642,270,8,0
2026-03-20 02:30:00+00:00,1.15642,1.15669,1.15614,1.15622,353,8,0
2026-03-20 02:45:00+00:00,1.15622,1.1565400000000001,1.15617,1.15634,290,8,0
2026-03-20 03:00:00+00:00,1.15635,1.15635,1.15598,1.15599,273,8,0
2026-03-20 03:15:00+00:00,1.15599,1.15614,1.15588,1.15598,261,8,0
2026-03-20 03:30:00+00:00,1.15599,1.15599,1.15568,1.15575,223,8,0
2026-03-20 03:45:00+00:00,1.15575,1.1558,1.15561,1.15564,183,8,0
2026-03-20 04:00:00+00:00,1.15564,1.1558,1.15562,1.15575,154,8,0
2026-03-20 04:15:00+00:00,1.15574,1.15591,1.15568,1.15584,151,8,0
